type,year,country,series,value,id,image,feature,volume
RE,2002,Vatican City,VAT-01,0.1,RE2002VAT-A-RE1-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/va/Vatican_10cent_2002.jpg,,
RE,2005,Vatican City,VAT-02,0.1,RE2005VAT-A-RE2-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/va/Vatican_10cent_SedeVacante.jpg,,
RE,2006,Vatican City,VAT-03,0.1,RE2006VAT-A-RE3-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/va/Vatican_10cent_2013.jpg,,
RE,2014,Vatican City,VAT-04,0.1,RE2014VAT-A-RE4-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/va/Vatican_10cent_2016.jpg,,
RE,2017,Vatican City,VAT-05,0.1,RE2017VAT-A-RE5-010,https://www.ecb.europa.eu/euro/coins/common/shared/img/va/Vatican_10cent_2017.jpg,,
RE,2002,Vatican City,VAT-01,0.05,RE2002VAT-A-RE1-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/va/Vatican_5cent_2002.jpg,,
RE,2005,Vatican City,VAT-02,0.05,RE2005VAT-A-RE2-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/va/Vatican_5cent_SedeVacante.jpg,,
RE,2006,Vatican City,VAT-03,0.05,RE2006VAT-A-RE3-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/va/Vatican_5cent_2013.jpg,,
RE,2014,Vatican City,VAT-04,0.05,RE2014VAT-A-RE4-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/va/Vatican_5cent_2016.jpg,,
RE,2017,Vatican City,VAT-05,0.05,RE2017VAT-A-RE5-005,https://www.ecb.europa.eu/euro/coins/common/shared/img/va/Vatican_5cent_2017.jpg,,
RE,2002,Vatican City,VAT-01,0.02,RE2002VAT-A-RE1-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/va/Vatican_2cent_2002.jpg,,
RE,2005,Vatican City,VAT-02,0.02,RE2005VAT-A-RE2-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/va/Vatican_2cent_SedeVacante.jpg,,
RE,2006,Vatican City,VAT-03,0.02,RE2006VAT-A-RE3-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/va/Vatican_2cent_2013.jpg,,
RE,2014,Vatican City,VAT-04,0.02,RE2014VAT-A-RE4-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/va/Vatican_2cent_2016.jpg,,
RE,2017,Vatican City,VAT-05,0.02,RE2017VAT-A-RE5-002,https://www.ecb.europa.eu/euro/coins/common/shared/img/va/Vatican_2cent_2017.jpg,,
RE,2002,Vatican City,VAT-01,0.01,RE2002VAT-A-RE1-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/va/Vatican_1cent_2002.jpg,,
RE,2005,Vatican City,VAT-02,0.01,RE2005VAT-A-RE2-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/va/Vatican_1cent_SedeVacante.jpg,,
RE,2006,Vatican City,VAT-03,0.01,RE2006VAT-A-RE3-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/va/Vatican_1cent_2013.jpg,,
RE,2014,Vatican City,VAT-04,0.01,RE2014VAT-A-RE4-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/va/Vatican_1cent_2016.jpg,,
RE,2017,Vatican City,VAT-05,0.01,RE2017VAT-A-RE5-001,https://www.ecb.europa.eu/euro/coins/common/shared/img/va/Vatican_1cent_2017.jpg,,
