name;value;country;series;date
Marina;0.20;Latvia;1;2016-10-12 23:15:40
Marina;1.00;Latvia;1;2017-06-05 13:51:08
Marina;2.00;Latvia;1;2017-03-27 11:41:51
Marina;2.00c;Netherlands;2013a;2015-01-26 10:42:22
Marina;2.00c;France;2014;2017-11-25 23:46:04
Marina;2.00c;Germany;2014;2015-10-01 10:35:22
Marina;0.05;Netherlands;2;2015-01-26 10:42:38
Marina;0.10;Netherlands;2;2016-01-19 09:48:03
Marina;1.00;Netherlands;2;2018-04-14 22:55:58
Marina;2.00c;Spain;2014a;2017-11-25 13:12:27
Marina;0.01;Lithuania;1;2017-04-30 15:02:03
Marina;0.02;Lithuania;1;2017-04-30 15:02:11
Marina;0.10;Lithuania;1;2018-12-06 11:54:46
Marina;0.20;Lithuania;1;2016-08-28 00:28:12
Marina;1.00;Lithuania;1;2019-05-13 09:47:35
Marina;2.00;Lithuania;1;2016-10-16 00:45:19
Marina;0.05;Belgium;3;2015-01-26 10:44:19
Marina;0.50;Belgium;3;2017-12-06 20:10:44
Marina;2.00c;Germany;2015;2015-10-01 10:35:03
Marina;2.00c;Germany;2015a;2015-06-05 13:34:36
Marina;2.00c;Austria;2015euf;2017-12-13 10:54:35
Marina;2.00c;Germany;2015euf;2016-10-11 10:45:37
Marina;2.00c;Austria;2016;2017-03-19 20:00:49
Marina;2.00c;Germany;2016;2017-04-03 08:51:29
Marina;2.00c;Ireland;2016;2018-04-14 11:17:14
Marina;2.00c;Germany;2017;2019-05-13 09:50:52
Marina;1.00;Spain;3;2017-03-27 11:40:58
Marina;2.00c;France;2016;2018-09-23 11:41:51
Marina;2.00c;Finland;2016a;2017-06-05 13:52:04
Marina;0.02;Andorra;1;2019-10-30 07:07:15
Marina;0.20;Andorra;1;2019-10-30 07:07:32
Marina;2.00c;Germany;2018;2018-07-18 11:22:56
Marina;2.00c;Germany;2018a;2019-09-10 08:55:50
Marina;2.00c;Germany;2019;2019-04-19 09:37:21
Niki;0.01;Austria;1;2010-10-21 00:00:01
Niki;0.02;Austria;1;2010-10-21 00:00:01
Niki;0.05;Austria;1;2010-10-21 00:00:01
Niki;0.10;Austria;1;2010-10-21 00:00:01
Niki;0.20;Austria;1;2010-10-29 20:33:45
Niki;0.50;Austria;1;2010-10-21 00:00:01
Niki;1.00;Austria;1;2010-10-29 20:34:37
Niki;2.00;Austria;1;2010-11-22 10:57:09
Niki;0.01;Belgium;1;2011-03-25 21:35:17
Niki;0.02;Belgium;1;2010-12-22 19:05:36
Niki;0.05;Belgium;1;2010-11-22 11:06:25
Niki;0.10;Belgium;1;2010-10-29 10:05:59
Niki;0.20;Belgium;1;2010-11-28 18:44:57
Niki;0.50;Belgium;1;2010-11-28 18:43:20
Niki;1.00;Belgium;1;2010-10-25 09:24:29
Niki;2.00;Belgium;1;2010-10-29 10:05:41
Niki;0.01;Belgium;2;2011-03-25 21:35:34
Niki;0.02;Belgium;2;2011-03-25 21:36:08
Niki;0.05;Belgium;2;2011-03-24 21:55:04
Niki;0.10;Belgium;2;2010-11-28 18:45:46
Niki;0.20;Belgium;2;2011-03-25 21:38:40
Niki;0.50;Belgium;2;2011-03-24 21:57:43
Niki;1.00;Belgium;2;2011-03-24 21:58:55
Niki;2.00;Belgium;2;2011-03-24 21:59:37
Niki;0.01;Cyprus;1;2011-04-05 09:08:17
Niki;0.02;Cyprus;1;2011-04-05 09:08:21
Niki;0.05;Cyprus;1;2011-03-24 21:55:32
Niki;0.10;Cyprus;1;2010-10-29 20:32:54
Niki;0.20;Cyprus;1;2010-10-29 20:34:08
Niki;0.50;Cyprus;1;2011-04-05 09:08:29
Niki;1.00;Cyprus;1;2011-04-05 09:08:33
Niki;2.00;Cyprus;1;2011-04-19 11:51:44
Niki;0.01;Finland;1;2011-04-05 09:08:55
Niki;0.02;Finland;1;2011-04-05 09:08:58
Niki;0.05;Finland;1;2011-04-05 09:09:01
Niki;0.10;Finland;1;2011-04-05 09:09:05
Niki;0.20;Finland;1;2010-10-25 09:33:11
Niki;0.50;Finland;1;2011-02-14 18:55:49
Niki;1.00;Finland;1;2010-11-10 10:51:46
Niki;2.00;Finland;1;2010-11-28 18:41:51
Niki;0.01;Finland;2;2011-03-31 09:19:17
Niki;0.02;Finland;2;2011-03-31 09:19:20
Niki;0.05;Finland;2;2011-03-31 09:19:23
Niki;0.10;Finland;2;2011-02-14 18:56:23
Niki;0.20;Finland;2;2011-03-31 09:19:26
Niki;0.50;Finland;2;2011-03-31 09:19:29
Niki;1.00;Finland;2;2011-03-31 09:19:33
Niki;2.00;Finland;2;2011-03-31 09:19:36
Niki;0.01;France;1;2010-10-21 00:00:01
Niki;0.02;France;1;2010-10-21 00:00:01
Niki;0.05;France;1;2010-10-21 00:00:01
Niki;0.10;France;1;2010-10-21 00:00:01
Niki;0.20;France;1;2010-10-21 00:00:01
Niki;0.50;France;1;2010-10-29 20:35:26
Niki;1.00;France;1;2010-10-21 00:00:01
Niki;2.00;France;1;2010-10-29 20:35:01
Niki;0.01;Germany;1;2010-10-21 00:00:01
Niki;0.02;Germany;1;2010-10-21 00:00:01
Niki;0.05;Germany;1;2010-10-21 00:00:01
Niki;0.10;Germany;1;2010-10-24 20:24:20
Niki;0.20;Germany;1;2010-10-24 20:24:53
Niki;0.50;Germany;1;2010-10-21 00:00:01
Niki;1.00;Germany;1;2010-10-24 20:25:18
Niki;2.00;Germany;1;2010-10-29 10:17:04
Niki;0.01;Greece;1;2010-10-21 00:00:01
Niki;0.02;Greece;1;2010-10-21 00:00:01
Niki;0.05;Greece;1;2010-11-22 10:56:40
Niki;0.10;Greece;1;2010-10-21 00:00:01
Niki;0.20;Greece;1;2010-10-21 00:00:01
Niki;0.50;Greece;1;2010-10-21 00:00:01
Niki;1.00;Greece;1;2010-10-21 00:00:01
Niki;2.00;Greece;1;2010-10-21 00:00:01
Niki;0.01;Ireland;1;2011-03-26 20:47:00
Niki;0.02;Ireland;1;2011-04-05 09:09:24
Niki;0.05;Ireland;1;2011-04-05 09:09:29
Niki;0.10;Ireland;1;2010-10-21 00:00:01
Niki;0.20;Ireland;1;2011-03-25 21:39:51
Niki;0.50;Ireland;1;2011-03-22 13:35:07
Niki;1.00;Ireland;1;2010-11-09 09:19:47
Niki;2.00;Ireland;1;2010-11-28 18:42:00
Niki;0.01;Italy;1;2010-10-21 00:00:01
Niki;0.02;Italy;1;2010-10-21 00:00:01
Niki;0.05;Italy;1;2010-10-21 00:00:01
Niki;0.10;Italy;1;2010-10-21 00:00:01
Niki;0.20;Italy;1;2010-10-21 00:00:01
Niki;0.50;Italy;1;2010-10-21 00:00:01
Niki;1.00;Italy;1;2010-10-21 00:00:01
Niki;2.00;Italy;1;2010-10-21 00:00:01
Niki;0.01;Luxembourg;1;2011-04-05 09:09:44
Niki;0.02;Luxembourg;1;2010-11-28 18:46:01
Niki;0.05;Luxembourg;1;2011-04-05 09:09:49
Niki;0.10;Luxembourg;1;2011-04-05 09:09:56
Niki;0.20;Luxembourg;1;2010-11-28 18:44:44
Niki;0.50;Luxembourg;1;2011-03-25 21:41:12
Niki;1.00;Luxembourg;1;2011-04-05 09:10:02
Niki;2.00;Luxembourg;1;2010-11-28 18:41:21
Niki;0.01;Malta;1;2011-04-05 09:10:30
Niki;0.02;Malta;1;2011-04-05 09:10:34
Niki;0.05;Malta;1;2011-04-05 09:10:36
Niki;0.10;Malta;1;2011-03-23 10:27:01
Niki;0.20;Malta;1;2011-03-23 10:26:48
Niki;0.50;Malta;1;2011-04-05 09:10:49
Niki;1.00;Malta;1;2011-03-23 10:26:39
Niki;2.00;Malta;1;2011-04-05 09:10:54
Niki;0.01;Netherlands;1;2010-10-21 00:00:01
Niki;0.02;Netherlands;1;2010-11-22 10:56:48
Niki;0.05;Netherlands;1;2010-10-21 00:00:01
Niki;0.10;Netherlands;1;2010-10-21 00:00:01
Niki;0.20;Netherlands;1;2010-11-11 10:34:37
Niki;0.50;Netherlands;1;2010-11-28 18:43:32
Niki;1.00;Netherlands;1;2010-12-20 09:23:50
Niki;2.00;Netherlands;1;2010-11-28 18:41:06
Niki;0.01;Portugal;1;2011-04-05 09:11:06
Niki;0.02;Portugal;1;2011-04-05 09:11:09
Niki;0.05;Portugal;1;2011-03-24 21:55:59
Niki;0.10;Portugal;1;2010-11-28 18:45:37
Niki;0.20;Portugal;1;2011-03-24 21:56:54
Niki;0.50;Portugal;1;2011-03-24 21:57:19
Niki;1.00;Portugal;1;2011-03-25 21:42:02
Niki;2.00;Portugal;1;2010-11-28 18:41:32
Niki;0.01;San Marino;1;2011-04-02 15:50:21
Niki;0.02;San Marino;1;2011-04-02 15:50:25
Niki;0.05;San Marino;1;2011-04-02 15:50:28
Niki;0.10;San Marino;1;2011-04-02 15:50:32
Niki;0.20;San Marino;1;2011-04-02 15:50:35
Niki;0.50;San Marino;1;2011-04-02 15:50:39
Niki;1.00;San Marino;1;2011-04-02 15:50:43
Niki;2.00;San Marino;1;2011-04-02 15:50:47
Niki;0.01;Slovakia;1;2011-03-26 20:47:33
Niki;0.02;Slovakia;1;2011-04-18 14:30:38
Niki;0.05;Slovakia;1;2011-04-11 09:35:04
Niki;0.10;Slovakia;1;2012-05-03 09:00:19
Niki;0.20;Slovakia;1;2011-02-24 13:34:35
Niki;0.50;Slovakia;1;2011-09-02 10:15:33
Niki;1.00;Slovakia;1;2011-10-15 09:33:53
Niki;2.00;Slovakia;1;2011-03-07 09:55:01
Niki;0.01;Slovenia;1;2011-04-18 14:30:46
Niki;0.02;Slovenia;1;2011-04-18 14:30:52
Niki;0.05;Slovenia;1;2012-12-26 15:12:33
Niki;0.10;Slovenia;1;2011-10-20 10:42:39
Niki;0.20;Slovenia;1;2011-06-13 12:56:25
Niki;0.50;Slovenia;1;2010-11-28 18:43:44
Niki;1.00;Slovenia;1;2011-06-13 12:56:31
Niki;2.00;Slovenia;1;2012-02-23 08:59:13
Niki;0.01;Spain;1;2010-10-21 00:00:01
Niki;0.02;Spain;1;2010-10-21 00:00:01
Niki;0.05;Spain;1;2010-10-21 00:00:01
Niki;0.10;Spain;1;2010-10-21 00:00:01
Niki;0.20;Spain;1;2010-10-21 00:00:01
Niki;0.50;Spain;1;2010-10-21 00:00:01
Niki;1.00;Spain;1;2010-10-25 14:36:57
Niki;2.00;Spain;1;2010-10-21 00:00:01
Niki;0.01;Spain;2;2012-02-22 12:35:16
Niki;0.02;Spain;2;2012-02-22 12:35:20
Niki;0.05;Spain;2;2012-02-22 12:35:23
Niki;0.10;Spain;2;2012-02-22 12:35:27
Niki;0.20;Spain;2;2012-02-22 12:35:31
Niki;0.50;Spain;2;2012-02-22 12:35:35
Niki;1.00;Spain;2;2012-02-22 12:35:39
Niki;2.00;Spain;2;2012-02-22 12:35:42
Niki;0.50;Vatican City;3;2011-03-29 13:46:52
Niki;0.01;Estonia;1;2011-03-19 14:45:52
Niki;0.02;Estonia;1;2011-02-14 18:56:41
Niki;0.05;Estonia;1;2011-02-14 18:56:45
Niki;0.10;Estonia;1;2011-02-14 18:56:48
Niki;0.20;Estonia;1;2011-02-14 18:56:52
Niki;0.50;Estonia;1;2011-02-14 18:56:56
Niki;1.00;Estonia;1;2011-02-14 18:56:59
Niki;2.00;Estonia;1;2011-03-19 14:46:04
Niki;2.00c;Greece;2004;2010-10-21 00:00:01
Niki;2.00c;Italy;2004;2011-06-13 12:57:13
Niki;2.00c;Luxembourg;2004;2011-10-31 15:55:03
Niki;2.00c;Austria;2005;2011-10-31 15:55:11
Niki;2.00c;Belgium;2005;2011-10-31 15:55:29
Niki;2.00c;Finland;2005;2011-10-31 15:55:38
Niki;2.00c;Italy;2005;2011-10-31 15:55:54
Niki;2.00c;Luxembourg;2005;2011-10-31 15:56:06
Niki;2.00c;Spain;2005;2011-10-31 15:56:15
Niki;2.00c;Belgium;2006;2011-10-31 15:56:24
Niki;2.00c;Finland;2006;2011-10-31 15:56:35
Niki;2.00c;Germany;2006;2010-11-22 11:06:47
Niki;2.00c;Italy;2006;2011-10-31 15:56:44
Niki;2.00c;Luxembourg;2006;2011-01-14 09:05:31
Niki;2.00c;Finland;2007;2011-10-31 15:56:58
Niki;2.00c;Germany;2007;2010-11-22 10:57:49
Niki;2.00c;Luxembourg;2007;2011-01-14 09:05:13
Niki;2.00c;Portugal;2007;2011-10-31 15:57:06
Niki;2.00c;Austria;2007tor;2012-04-26 16:32:40
Niki;2.00c;France;2007tor;2012-12-26 15:10:59
Niki;2.00c;Germany;2007tor;2010-11-28 18:42:34
Niki;2.00c;Greece;2007tor;2011-10-18 13:43:19
Niki;2.00c;Ireland;2007tor;2012-12-26 15:11:28
Niki;2.00c;Italy;2007tor;2012-12-26 15:11:47
Niki;2.00c;Netherlands;2007tor;2012-12-26 15:10:41
Niki;2.00c;Spain;2007tor;2011-10-18 13:43:34
Niki;2.00c;Belgium;2008;2011-03-24 22:00:34
Niki;2.00c;Finland;2008;2011-01-14 09:03:43
Niki;2.00c;France;2008;2012-06-16 08:47:44
Niki;2.00c;Germany;2008;2010-11-22 10:57:39
Niki;2.00c;Italy;2008;2011-06-13 12:57:04
Niki;2.00c;Luxembourg;2008;2011-01-14 09:05:04
Niki;2.00c;Portugal;2008;2011-01-14 09:06:07
Niki;2.00c;Slovenia;2008;2010-12-21 09:47:16
Niki;2.00c;Germany;2009;2011-09-02 10:16:10
Niki;2.00c;Italy;2009;2012-12-26 15:10:13
Niki;2.00c;Luxembourg;2009;2011-01-14 09:04:41
Niki;2.00c;Portugal;2009;2011-01-14 09:06:01
Niki;2.00c;Slovakia;2009;2010-12-21 09:47:21
Niki;2.00c;Vatican City;2009;2011-06-13 12:57:57
Niki;2.00c;Austria;2009emu;2011-04-08 14:31:44
Niki;2.00c;Cyprus;2009emu;2010-12-21 09:47:25
Niki;2.00c;Finland;2009emu;2011-01-14 09:04:01
Niki;2.00c;Germany;2009emu;2011-04-08 14:29:17
Niki;2.00c;Greece;2009emu;2012-12-26 15:09:05
Niki;2.00c;Ireland;2009emu;2011-10-18 13:43:48
Niki;2.00c;Italy;2009emu;2012-12-26 15:08:39
Niki;2.00c;Luxembourg;2009emu;2011-01-14 09:04:18
Niki;2.00c;Malta;2009emu;2010-12-21 09:47:29
Niki;2.00c;Portugal;2009emu;2011-01-14 09:05:54
Niki;2.00c;Slovakia;2009emu;2013-07-23 21:18:52
Niki;2.00c;Slovenia;2009emu;2010-12-21 09:47:36
Niki;2.00c;Belgium;2010;2011-05-03 09:53:19
Niki;2.00c;Finland;2010;2011-03-31 09:19:39
Niki;2.00c;France;2010;2011-05-17 11:04:10
Niki;2.00c;Germany;2010;2011-10-10 08:58:54
Niki;2.00c;Greece;2010;2011-05-16 13:34:45
Niki;2.00c;Italy;2010;2012-12-26 15:09:28
Niki;2.00c;Luxembourg;2010;2010-12-21 09:47:39
Niki;2.00c;Slovenia;2010;2010-12-21 09:47:44
Niki;2.00c;Spain;2010;2012-02-22 12:35:54
Niki;2.00c;France;2011;2012-12-03 15:04:54
Niki;2.00c;Germany;2011;2012-04-09 11:50:30
Niki;2.00c;Italy;2011;2012-12-26 15:09:43
Niki;2.00c;Portugal;2011;2017-03-22 13:13:57
Niki;2.00c;Slovakia;2011;2011-05-03 09:53:15
Niki;2.00c;Spain;2011;2012-02-22 12:36:02
Niki;2.00c;Germany;2012;2013-06-04 14:12:58
Niki;2.00c;Spain;2012;2012-02-22 12:36:06
Niki;2.00c;Austria;2012tye;2012-12-26 15:09:14
Niki;2.00c;Belgium;2012tye;2016-01-19 08:50:59
Niki;2.00c;Estonia;2012tye;2012-02-22 12:36:20
Niki;2.00c;France;2012tye;2012-06-16 08:47:54
Niki;2.00c;Germany;2012tye;2012-04-04 13:08:21
Niki;2.00c;Greece;2012tye;2015-07-15 12:40:15
Niki;2.00c;Ireland;2012tye;2019-09-14 07:05:41
Niki;2.00c;Italy;2012tye;2014-07-23 10:19:32
Niki;2.00c;Spain;2012tye;2012-02-22 12:36:10
Niki;2.00c;France;2012;2012-09-10 15:48:37
Niki;2.00c;Italy;2012;2015-04-14 08:39:08
Niki;2.00c;France;2013;2015-04-14 08:40:55
Niki;2.00c;Germany;2013;2013-05-20 09:01:58
Niki;2.00c;Italy;2013;2014-08-18 18:36:14
Niki;2.00c;Netherlands;2013;2015-04-14 08:39:33
Niki;2.00c;Germany;2013a;2017-05-05 13:28:05
Niki;2.00c;Monaco;2013;2017-03-22 13:14:16
Niki;2.00c;Italy;2013a;2014-08-18 18:36:23
Niki;0.02;Latvia;1;2015-08-04 10:13:17
Niki;0.10;Latvia;1;2015-08-04 10:13:22
Niki;0.20;Latvia;1;2017-06-05 13:54:17
Niki;1.00;Latvia;1;2018-05-21 13:32:16
Niki;2.00c;Netherlands;2013a;2015-01-26 09:05:53
Niki;2.00c;France;2014;2017-03-22 13:13:27
Niki;2.00c;Germany;2014;2016-10-24 10:58:58
Niki;2.00c;Italy;2014;2019-07-08 09:16:34
Niki;2.00c;Italy;2014a;2015-04-14 08:41:34
Niki;0.05;Netherlands;2;2015-01-26 09:06:05
Niki;0.10;Netherlands;2;2016-01-19 08:52:21
Niki;0.20;Netherlands;2;2014-08-19 10:20:00
Niki;2.00;Netherlands;2;2016-01-19 09:46:48
Niki;0.05;Belgium;3;2015-01-26 11:20:36
Niki;2.00c;Germany;2015;2015-05-07 14:54:56
Niki;2.00c;Italy;2015;2019-09-10 08:56:25
Niki;2.00c;Spain;2015;2015-10-25 07:52:20
Niki;2.00c;Germany;2015a;2015-03-17 11:45:48
Niki;2.00c;Germany;2015euf;2015-12-21 11:32:33
Niki;2.00c;Austria;2016;2017-12-13 10:52:40
Niki;2.00c;Germany;2016;2017-02-10 10:07:12
Niki;2.00c;Luxembourg;2016;2019-10-14 08:09:09
Niki;1.00;Spain;3;2017-11-27 16:16:35
Niki;2.00c;Greece;2017;2022-01-06 14:56:50
Niki;2.00c;France;2017a;2019-12-09 08:25:54
Niki;2.00c;Germany;2018;2018-07-13 09:19:36
Niki;2.00c;Cyprus;2017;2019-10-14 08:10:04
Niki;2.00c;Germany;2019a;2019-12-09 08:25:17
Sofia;0.01;Austria;1;2010-11-04 12:53:54
Sofia;0.02;Austria;1;2010-11-04 12:24:36
Sofia;0.05;Austria;1;2010-11-04 12:50:16
Sofia;0.10;Austria;1;2010-11-04 12:17:02
Sofia;0.20;Austria;1;2010-11-04 12:34:36
Sofia;0.50;Austria;1;2010-11-04 12:19:06
Sofia;2.00;Austria;1;2010-11-04 12:01:56
Sofia;0.01;Belgium;1;2010-11-04 12:43:48
Sofia;0.02;Belgium;1;2010-11-04 13:27:48
Sofia;0.05;Belgium;1;2010-11-04 12:43:32
Sofia;0.10;Belgium;1;2010-11-04 13:07:24
Sofia;0.20;Belgium;1;2010-11-04 13:28:01
Sofia;1.00;Belgium;1;2010-11-04 12:13:07
Sofia;1.00;Cyprus;1;2012-05-13 18:15:53
Sofia;2.00;Cyprus;1;2010-11-04 12:20:03
Sofia;2.00;Finland;1;2012-05-13 18:15:29
Sofia;0.05;Finland;2;2010-11-04 12:40:45
Sofia;0.01;France;1;2010-11-04 13:05:02
Sofia;0.02;France;1;2010-11-04 13:29:44
Sofia;0.05;France;1;2010-11-04 12:19:27
Sofia;0.20;France;1;2010-11-04 13:32:37
Sofia;0.50;France;1;2010-11-04 12:32:47
Sofia;2.00;France;1;2010-11-04 12:16:32
Sofia;0.01;Germany;1;2010-11-04 12:22:26
Sofia;0.02;Germany;1;2010-11-04 12:22:46
Sofia;0.05;Germany;1;2010-11-04 12:23:05
Sofia;0.10;Germany;1;2010-11-04 12:23:25
Sofia;0.20;Germany;1;2010-11-04 12:23:41
Sofia;0.50;Germany;1;2012-05-13 18:20:26
Sofia;1.00;Germany;1;2010-11-04 11:59:21
Sofia;2.00;Germany;1;2012-05-13 18:44:24
Sofia;0.01;Greece;1;2010-11-04 13:06:52
Sofia;0.10;Greece;1;2012-05-13 18:40:10
Sofia;0.20;Greece;1;2010-11-04 12:20:55
Sofia;1.00;Greece;1;2010-11-04 13:35:51
Sofia;2.00;Greece;1;2010-11-04 12:18:16
Sofia;0.05;Ireland;1;2010-11-04 12:38:53
Sofia;0.10;Ireland;1;2010-11-04 13:33:31
Sofia;0.20;Ireland;1;2012-05-13 18:29:46
Sofia;0.01;Italy;1;2010-11-04 12:24:18
Sofia;0.02;Italy;1;2010-11-04 12:39:16
Sofia;0.05;Italy;1;2010-11-04 13:06:12
Sofia;0.10;Italy;1;2010-11-04 13:07:49
Sofia;0.20;Italy;1;2010-11-04 13:32:11
Sofia;0.50;Italy;1;2010-11-04 12:33:02
Sofia;1.00;Italy;1;2010-11-04 12:45:07
Sofia;2.00;Italy;1;2010-11-04 12:01:34
Sofia;0.01;Luxembourg;1;2010-11-04 12:35:16
Sofia;0.02;Luxembourg;1;2010-11-04 13:25:31
Sofia;0.10;Luxembourg;1;2012-05-18 13:40:48
Sofia;0.20;Luxembourg;1;2010-11-04 12:21:36
Sofia;0.50;Malta;1;2010-11-04 12:14:22
Sofia;0.01;Netherlands;1;2010-11-04 12:49:45
Sofia;0.02;Netherlands;1;2010-11-04 12:53:05
Sofia;0.05;Netherlands;1;2010-11-04 12:43:21
Sofia;0.10;Netherlands;1;2010-11-04 13:03:33
Sofia;0.20;Netherlands;1;2010-11-04 13:03:52
Sofia;2.00;Netherlands;1;2010-11-04 12:30:31
Sofia;0.01;Portugal;1;2010-11-04 13:04:13
Sofia;0.05;Portugal;1;2010-11-04 12:17:56
Sofia;0.50;Portugal;1;2010-11-04 12:11:23
Sofia;0.01;Slovakia;1;2012-05-13 18:07:13
Sofia;0.02;Slovakia;1;2012-05-13 18:06:31
Sofia;0.05;Slovakia;1;2012-05-13 18:06:08
Sofia;0.10;Slovakia;1;2012-05-13 18:05:28
Sofia;0.20;Slovakia;1;2012-05-13 18:05:02
Sofia;0.50;Slovakia;1;2012-05-13 18:04:24
Sofia;1.00;Slovakia;1;2010-11-24 13:30:43
Sofia;2.00;Slovakia;1;2012-05-13 18:02:45
Sofia;2.00;Slovenia;1;2010-11-04 13:24:33
Sofia;0.01;Spain;1;2010-11-04 12:52:48
Sofia;0.02;Spain;1;2010-11-04 12:41:31
Sofia;0.05;Spain;1;2010-11-04 12:42:57
Sofia;0.10;Spain;1;2010-11-04 12:31:02
Sofia;1.00;Spain;1;2010-11-04 12:12:41
Sofia;2.00c;Greece;2004;2012-05-18 13:39:38
Sofia;2.00c;Germany;2006;2010-11-04 12:15:38
Sofia;2.00c;Germany;2007;2010-11-04 12:10:51
Sofia;2.00c;Austria;2007tor;2010-11-04 12:16:11
Sofia;2.00c;Germany;2007tor;2010-11-04 12:13:55
Sofia;2.00c;France;2008;2010-11-24 13:34:23
Sofia;2.00c;Germany;2008;2010-11-04 12:03:58
Sofia;2.00c;Germany;2009;2010-11-04 12:03:01
Sofia;2.00c;Germany;2009emu;2010-11-04 12:08:18
Sofia;2.00c;Germany;2010;2012-05-13 18:25:40
Sofia;2.00c;Germany;2012;2012-05-13 18:12:32
Sofia;2.00c;Germany;2012tye;2012-05-13 18:15:08
Tsetso;0.01;Austria;1;2011-09-15 15:30:03
Tsetso;0.02;Austria;1;2011-11-09 09:26:51
Tsetso;0.05;Austria;1;2011-09-12 14:44:15
Tsetso;0.10;Austria;1;2011-09-14 17:05:40
Tsetso;0.20;Austria;1;2012-04-19 23:09:52
Tsetso;0.50;Austria;1;2012-04-22 22:30:48
Tsetso;1.00;Austria;1;2012-01-16 09:58:41
Tsetso;2.00;Austria;1;2011-09-11 21:50:59
Tsetso;0.01;Belgium;1;2012-05-13 22:58:33
Tsetso;0.02;Belgium;1;2012-05-13 23:01:32
Tsetso;0.05;Belgium;1;2012-05-13 23:03:06
Tsetso;0.10;Belgium;1;2011-09-14 17:04:56
Tsetso;0.20;Belgium;1;2012-01-16 10:02:27
Tsetso;0.50;Belgium;1;2011-11-01 21:14:26
Tsetso;1.00;Belgium;1;2011-09-12 14:45:19
Tsetso;2.00;Belgium;1;2012-01-16 09:59:30
Tsetso;0.01;Belgium;2;2012-05-13 22:58:42
Tsetso;0.02;Belgium;2;2012-05-13 23:01:37
Tsetso;0.05;Belgium;2;2012-05-13 23:03:13
Tsetso;0.10;Belgium;2;2012-04-22 22:32:59
Tsetso;0.20;Belgium;2;2012-04-22 22:32:31
Tsetso;0.50;Belgium;2;2014-06-06 11:11:37
Tsetso;2.00;Belgium;2;2011-11-09 09:26:35
Tsetso;0.10;Cyprus;1;2013-06-03 00:19:21
Tsetso;0.20;Cyprus;1;2013-06-03 00:19:34
Tsetso;0.50;Cyprus;1;2012-11-12 21:46:00
Tsetso;2.00;Cyprus;1;2013-06-30 21:09:36
Tsetso;0.05;Finland;1;2012-05-13 23:03:40
Tsetso;0.20;Finland;1;2012-05-13 23:05:43
Tsetso;0.50;Finland;1;2011-08-18 10:29:51
Tsetso;1.00;Finland;1;2012-07-14 15:24:27
Tsetso;2.00;Finland;1;2014-05-09 22:55:06
Tsetso;0.20;Finland;2;2012-05-13 23:05:50
Tsetso;0.50;Finland;2;2012-04-22 22:35:31
Tsetso;2.00;Finland;2;2011-09-11 21:46:23
Tsetso;0.01;France;1;2012-05-13 22:58:58
Tsetso;0.02;France;1;2012-05-13 23:01:52
Tsetso;0.05;France;1;2011-09-15 15:41:00
Tsetso;0.10;France;1;2011-08-18 10:34:13
Tsetso;0.20;France;1;2011-09-11 22:26:16
Tsetso;0.50;France;1;2011-09-11 22:25:13
Tsetso;1.00;France;1;2011-09-13 13:25:21
Tsetso;2.00;France;1;2011-09-11 21:48:59
Tsetso;0.01;Germany;1;2011-08-18 10:35:02
Tsetso;0.02;Germany;1;2011-08-18 10:34:43
Tsetso;0.05;Germany;1;2011-08-18 10:32:31
Tsetso;0.10;Germany;1;2011-09-11 22:27:31
Tsetso;0.20;Germany;1;2011-08-18 10:31:14
Tsetso;0.50;Germany;1;2011-09-12 14:44:56
Tsetso;1.00;Germany;1;2011-08-18 10:37:15
Tsetso;2.00;Germany;1;2011-09-11 21:52:49
Tsetso;0.02;Greece;1;2013-06-03 00:17:54
Tsetso;0.05;Greece;1;2012-10-28 19:22:18
Tsetso;0.10;Greece;1;2012-05-13 23:04:56
Tsetso;0.20;Greece;1;2011-11-04 14:44:55
Tsetso;0.50;Greece;1;2013-06-03 00:16:03
Tsetso;1.00;Greece;1;2012-04-27 20:23:39
Tsetso;2.00;Greece;1;2012-10-13 10:40:53
Tsetso;0.05;Ireland;1;2011-09-15 15:29:46
Tsetso;0.10;Ireland;1;2012-05-13 23:04:35
Tsetso;0.20;Ireland;1;2012-03-19 21:53:32
Tsetso;0.50;Ireland;1;2012-05-18 17:11:08
Tsetso;1.00;Ireland;1;2012-04-21 19:33:08
Tsetso;2.00;Ireland;1;2012-04-24 00:15:13
Tsetso;0.01;Italy;1;2012-05-13 23:01:10
Tsetso;0.02;Italy;1;2013-06-03 00:17:24
Tsetso;0.05;Italy;1;2011-08-18 10:32:51
Tsetso;0.10;Italy;1;2011-09-14 17:04:34
Tsetso;0.20;Italy;1;2011-08-18 10:31:43
Tsetso;0.50;Italy;1;2011-08-18 10:29:23
Tsetso;1.00;Italy;1;2011-08-18 10:30:40
Tsetso;2.00;Italy;1;2011-09-11 21:48:18
Tsetso;0.02;Luxembourg;1;2013-11-16 15:06:35
Tsetso;0.05;Luxembourg;1;2012-01-16 10:00:52
Tsetso;0.10;Luxembourg;1;2012-05-13 23:04:45
Tsetso;0.20;Luxembourg;1;2012-04-19 23:14:48
Tsetso;0.50;Luxembourg;1;2015-04-27 18:12:26
Tsetso;1.00;Luxembourg;1;2012-04-07 10:41:41
Tsetso;2.00;Luxembourg;1;2012-08-01 14:58:24
Tsetso;0.10;Malta;1;2016-02-15 10:06:15
