name;value;country;series;date
Tsetso;2.00;Malta;1;2014-03-10 10:54:17
Tsetso;0.01;Netherlands;1;2012-05-13 23:02:40
Tsetso;0.02;Netherlands;1;2012-05-13 23:02:13
Tsetso;0.05;Netherlands;1;2012-05-13 23:03:28
Tsetso;0.10;Netherlands;1;2011-11-01 21:12:10
Tsetso;0.20;Netherlands;1;2012-04-22 22:33:28
Tsetso;0.50;Netherlands;1;2012-04-22 22:36:02
Tsetso;1.00;Netherlands;1;2012-11-12 21:44:07
Tsetso;2.00;Netherlands;1;2011-08-18 10:27:45
Tsetso;0.01;Portugal;1;2012-05-13 23:01:04
Tsetso;0.05;Portugal;1;2012-03-18 20:26:43
Tsetso;0.10;Portugal;1;2012-05-13 23:05:06
Tsetso;0.20;Portugal;1;2012-05-13 23:06:05
Tsetso;0.50;Portugal;1;2012-07-26 09:38:35
Tsetso;1.00;Portugal;1;2012-07-01 20:35:20
Tsetso;2.00;Portugal;1;2012-04-22 11:52:30
Tsetso;0.10;Slovakia;1;2017-05-28 21:21:52
Tsetso;0.50;Slovakia;1;2013-06-03 00:20:09
Tsetso;1.00;Slovakia;1;2015-04-06 22:39:34
Tsetso;2.00;Slovakia;1;2012-06-14 14:32:38
Tsetso;0.01;Slovenia;1;2011-11-01 21:15:44
Tsetso;0.05;Slovenia;1;2011-09-15 15:39:42
Tsetso;0.50;Slovenia;1;2013-06-03 00:16:42
Tsetso;1.00;Slovenia;1;2016-02-15 10:05:47
Tsetso;0.01;Spain;1;2012-05-25 11:55:27
Tsetso;0.02;Spain;1;2012-05-13 23:02:01
Tsetso;0.05;Spain;1;2011-09-15 15:29:26
Tsetso;0.10;Spain;1;2012-04-22 22:36:48
Tsetso;0.20;Spain;1;2012-04-22 22:34:07
Tsetso;0.50;Spain;1;2011-11-01 21:14:44
Tsetso;1.00;Spain;1;2012-01-16 09:58:54
Tsetso;2.00;Spain;1;2011-11-04 14:43:06
Tsetso;0.01;Spain;2;2012-05-13 23:01:20
Tsetso;0.05;Spain;2;2013-06-03 00:18:48
Tsetso;0.50;Vatican City;3;2015-08-04 22:00:16
Tsetso;2.00c;Greece;2004;2014-04-07 09:07:19
Tsetso;2.00c;Italy;2004;2016-02-15 10:06:46
Tsetso;2.00c;Belgium;2006;2014-06-02 11:05:45
Tsetso;2.00c;Germany;2006;2012-06-25 14:50:22
Tsetso;2.00c;Italy;2006;2012-09-23 11:39:35
Tsetso;2.00c;Germany;2007;2011-11-03 14:25:25
Tsetso;2.00c;Austria;2007tor;2012-06-14 14:33:08
Tsetso;2.00c;Belgium;2007tor;2017-07-22 17:05:24
Tsetso;2.00c;Germany;2007tor;2012-08-01 15:11:23
Tsetso;2.00c;Italy;2007tor;2015-02-12 08:36:16
Tsetso;2.00c;Netherlands;2007tor;2016-03-10 13:01:06
Tsetso;2.00c;Spain;2007tor;2012-08-12 18:59:40
Tsetso;2.00c;France;2008;2015-04-02 21:46:40
Tsetso;2.00c;Germany;2008;2012-09-02 13:52:48
Tsetso;2.00c;Belgium;2009;2020-03-01 12:27:13
Tsetso;2.00c;Germany;2009;2011-09-15 15:33:47
Tsetso;2.00c;Austria;2009emu;2012-08-01 14:58:44
Tsetso;2.00c;Belgium;2009emu;2019-05-06 20:41:51
Tsetso;2.00c;France;2009emu;2015-04-16 11:01:58
Tsetso;2.00c;Germany;2009emu;2012-11-06 11:19:27
Tsetso;2.00c;Greece;2009emu;2012-03-06 13:10:20
Tsetso;2.00c;Luxembourg;2009emu;2016-01-15 13:05:35
Tsetso;2.00c;Netherlands;2009emu;2013-05-31 20:47:02
Tsetso;2.00c;Belgium;2010;2013-05-26 11:30:50
Tsetso;2.00c;Germany;2010;2012-04-27 20:23:07
Tsetso;2.00c;France;2011;2015-12-13 10:47:17
Tsetso;2.00c;Germany;2011;2011-09-11 21:50:05
Tsetso;2.00c;Slovenia;2011;2012-04-26 19:45:52
Tsetso;2.00c;Germany;2012;2012-10-20 23:50:10
Tsetso;2.00c;Austria;2012tye;2014-06-14 12:30:45
Tsetso;2.00c;Belgium;2012tye;2012-05-13 22:56:22
Tsetso;2.00c;Finland;2012tye;2014-04-23 11:00:42
Tsetso;2.00c;France;2012tye;2013-11-04 21:26:25
Tsetso;2.00c;Germany;2012tye;2012-07-19 16:01:27
Tsetso;2.00c;Netherlands;2012tye;2015-04-22 08:40:13
Tsetso;2.00c;Slovakia;2012tye;2018-04-23 00:20:13
Tsetso;2.00c;France;2013;2016-07-26 12:32:06
Tsetso;2.00c;Germany;2013;2013-06-03 00:21:47
Tsetso;2.00c;Germany;2013a;2013-05-26 11:31:17
Tsetso;1.00;Latvia;1;2016-02-15 10:05:19
Tsetso;2.00c;Netherlands;2013a;2015-05-16 11:20:10
Tsetso;2.00c;Germany;2014;2014-09-01 12:58:00
Tsetso;0.50;Netherlands;2;2014-09-01 12:56:18
Tsetso;2.00;Netherlands;2;2016-09-08 09:07:39
Tsetso;2.00c;Spain;2014a;2015-11-20 10:15:10
Tsetso;0.20;Lithuania;1;2020-05-29 19:29:34
Tsetso;2.00;Lithuania;1;2015-10-11 03:10:55
Tsetso;2.00c;Germany;2015;2015-04-06 22:28:33
Tsetso;2.00c;Germany;2015a;2015-04-02 21:45:51
Tsetso;2.00c;Germany;2015euf;2015-12-31 23:01:55
Tsetso;2.00c;Lithuania;2015euf;2018-11-24 15:54:04
Tsetso;2.00c;Germany;2016;2016-06-07 07:43:57
Tsetso;2.00c;Ireland;2016;2018-10-20 18:59:47
Tsetso;2.00c;Germany;2017;2017-03-13 21:46:34
Tsetso;1.00;Spain;3;2018-05-07 12:35:15
Tsetso;2.00c;Germany;2018;2018-07-02 00:17:45
Tsetso;2.00c;Germany;2018a;2018-02-21 16:53:22
Tsetso;2.00c;France;2018a;2020-01-09 17:23:05
Tsetso;2.00c;Germany;2019a;2019-12-21 15:02:47
